"arcLength", "radius", "height", "normalX", "normalY", "thickness", "thickX", "thickY"
    0.00000,        0,       99, 1.000000,-500.000000,    10.00000,  0.02000, -9.99998
  500.00100,      500,      100, 2.000000,-500.000000,    10.00002,  0.04000, -9.99994
  501.00100,      500,      101,    2.000000,0.000000,    10.02002, 10.02002,  0.00000
  502.00100,      500,      102,    2.000000,0.000000,    10.04002, 10.04002,  0.00000
  503.00100,      500,      103,    2.000000,0.000000,    10.06002, 10.06002,  0.00000
  504.00100,      500,      104,    2.000000,0.000000,    10.08002, 10.08002,  0.00000
  505.00100,      500,      105,    2.000000,0.000000,    10.10002, 10.10002,  0.00000
  506.00100,      500,      106,    2.000000,0.000000,    10.12002, 10.12002,  0.00000
  507.00100,      500,      107,    2.000000,0.000000,    10.14002, 10.14002,  0.00000
  508.00100,      500,      108,    2.000000,0.000000,    10.16002, 10.16002,  0.00000
  509.00100,      500,      109,    2.000000,0.000000,    10.18002, 10.18002,  0.00000
  510.00100,      500,      110,    2.000000,0.000000,    10.20002, 10.20002,  0.00000
  511.00100,      500,      111,    2.000000,0.000000,    10.22002, 10.22002,  0.00000
  512.00100,      500,      112,    2.000000,0.000000,    10.24002, 10.24002,  0.00000
  513.00100,      500,      113,    2.000000,0.000000,    10.26002, 10.26002,  0.00000
  514.00100,      500,      114,    2.000000,0.000000,    10.28002, 10.28002,  0.00000
